iteration,spent_time
11,1.42454600334
8,1.56655883789
1,1.60507106781
16,1.70133399963
7,1.8184800148
2,1.99835801125
17,2.06667900085
6,2.18771409988
5,2.28701615334
9,2.34054708481
21,2.36191296577
19,2.5763759613
13,2.9052901268
4,3.07796406746
12,3.13628911972
10,3.20243096352
24,3.80463218689
20,3.98634815216
3,4.26298618317
15,4.35825300217
14,4.61126708984
18,4.58630609512
28,4.56227016449
25,4.62828207016
29,4.55713295937
31,4.28687405586
23,4.88009476662
27,4.93018913269
26,5.15339994431
30,5.16195201874
22,5.4084482193
36,4.66149711609
37,4.66053390503
33,4.90053105354
32,4.94066500664
38,5.05590105057
40,5.06957507133
41,5.06873703003
39,5.36932611465
42,5.39697813988
34,5.5142428875
44,5.60616803169
35,5.72410297394
48,5.89119911194
45,6.00685501099
53,5.87750911713
43,6.12358999252
46,6.21333694458
50,6.26831507683
49,6.29699206352
52,6.30922985077
64,6.28226494789
47,6.70318007469
61,6.42377901077
62,6.60139203072
55,6.85110402107
54,6.87833189964
58,7.12812685966
65,6.98768806458
59,7.57640814781
66,7.56867408752
57,7.82294416428
60,7.76618003845
67,7.8604581356
83,7.4578371048
89,7.49911093712
85,7.6704158783
63,8.29752492905
68,8.3444018364
86,7.86406588554
95,7.73227095604
51,8.87679600716
77,8.46883487701
93,8.21153497696
99,8.04586386681
78,8.98517394066
72,9.19831490517
74,9.11586809158
69,9.39479494095
56,9.79467201233
73,9.56579518318
82,9.31359696388
98,9.02865004539
75,9.69517612457
104,8.92073488235
90,9.53221201897
76,10.1022181511
79,10.0932431221
81,10.2457511425
92,9.94250202179
94,10.0467419624
101,9.75209116936
70,10.9913439751
84,10.710105896
105,10.2360420227
71,11.223129034
102,10.5169100761
87,11.196231842
108,10.7369570732
96,11.1963160038
103,11.051445961
106,11.127505064
114,10.7603731155
97,11.6962740421
100,11.4525978565
113,11.278427124
115,11.271034956
116,11.2087919712
107,11.9200298786
110,11.7570338249
80,12.8531839848
118,10.8813579082
88,12.8692269325
109,12.3986759186
91,13.1857409477
111,12.4725430012
117,11.3870589733
119,11.4483530521
112,12.8039469719
120,11.3337738514
121,11.1847269535
125,11.0628099442
122,11.371147871
124,11.1608328819
126,11.2849929333
123,11.3799419403
127,11.2538709641
128,11.4410340786
129,11.4859800339
131,11.4500539303
130,11.5557329655
132,11.448597908
133,11.5496480465
134,11.516010046
135,11.5124800205
136,11.4222800732
138,11.5500569344
137,11.6933341026
139,11.6490209103
141,11.6472969055
140,12.0684649944
143,11.9188868999
142,11.9248468876
146,11.741838932
144,11.9031441212
145,11.8109769821
147,11.8276610374
148,11.8582069874
149,11.9027650356
150,11.98401618
151,12.018504858
