iteration,spent_time
1,0.29594707489
2,0.291979074478
3,0.291806936264
4,0.274927139282
5,0.308917999268
6,0.283378124237
7,0.282985925674
8,0.300050020218
9,0.293090820312
10,0.290089845657
11,0.283400058746
12,0.36580491066
13,0.241951942444
14,0.275590896606
15,0.275347948074
16,0.263042926788
17,0.541882991791
18,0.283170938492
19,0.298581838608
20,0.311257839203
21,0.307370901108
22,0.301409959793
23,0.325060129166
24,0.291646003723
25,0.2957508564
26,0.345555067062
27,0.269195079803
28,0.288701057434
29,0.282832860947
30,0.292857885361
31,0.277701854706
32,0.296725034714
33,0.258583068848
34,0.28520488739
35,0.250077009201
36,0.271951198578
37,0.27428984642
38,0.299234867096
39,0.267230987549
40,0.293581008911
41,0.271729946136
42,0.268650054932
43,0.292124986649
44,0.28926897049
45,0.332810163498
46,0.300933122635
47,0.343883037567
48,0.241944074631
49,0.266993045807
50,0.300837039948
51,0.287884950638
52,0.679383993149
53,0.313583850861
54,0.287109136581
55,0.258887052536
56,0.279689073563
57,0.308310031891
58,0.300220966339
59,0.280308008194
60,0.24614906311
61,0.300186157227
62,0.275363922119
63,0.291980028152
64,0.275014877319
65,0.288723945618
66,0.278152942657
67,0.549782037735
68,0.586539030075
69,0.304799079895
70,0.283874988556
71,0.290464878082
72,0.288664102554
73,0.262914896011
74,0.293105125427
75,0.273404121399
76,0.277981042862
77,0.28383898735
78,0.288244009018
79,0.293700933456
80,0.300318956375
81,0.292053222656
82,0.291389942169
83,0.291635990143
84,0.292227983475
85,0.275068044662
86,0.417601108551
87,0.290646076202
88,0.292131900787
89,0.284161090851
90,0.393968820572
91,0.289882898331
92,0.300212860107
93,0.283288955688
94,0.275572061539
95,0.280068874359
96,0.27957701683
97,0.298171043396
98,0.296967983246
99,0.312126874924
100,0.291553974152
101,0.291944980621
102,0.283431053162
103,0.308825969696
104,0.309534072876
105,0.291895151138
106,0.291859865189
107,0.324788093567
108,0.283637046814
109,0.283416986465
110,0.274973154068
111,0.263722896576
112,0.408691883087
113,0.259072780609
114,0.258412122726
115,0.27933883667
116,0.350239038467
117,0.318462848663
118,0.292296886444
119,0.474234819412
120,0.283450841904
121,0.308640003204
122,0.299890041351
123,0.291683912277
124,0.318312883377
125,0.35670208931
