iteration,spent_time
2,0.88588809967
6,1.10861897469
9,1.17121505737
3,1.29254698753
8,1.34440588951
7,1.41527080536
5,1.52058911324
4,1.60728001595
1,1.78169822693
10,1.80802702904
11,1.63797092438
12,1.63039112091
13,1.61908006668
14,1.59061193466
15,1.59252095222
16,1.62023901939
17,1.62326979637
18,1.60123896599
19,1.49644398689
20,1.58406305313
21,1.6373090744
22,1.55369210243
23,1.56532812119
24,1.56432414055
25,1.54366612434
26,1.52191591263
27,1.48991394043
28,1.48129487038
29,1.47844004631
30,1.47843718529
31,1.52973794937
32,1.52026796341
33,1.52968406677
34,1.53608083725
35,1.52766895294
36,1.51344299316
37,1.53921103477
38,1.55608391762
39,1.56301403046
40,1.56314587593
47,0.834378957748
41,1.42769002914
42,1.60868692398
43,1.57690000534
44,1.57325196266
45,1.62611603737
46,1.65411281586
48,1.61999392509
50,1.45466089249
49,1.73100590706
51,1.80238509178
52,2.01620197296
53,1.83856320381
54,1.85863685608
56,1.75675487518
55,1.92280602455
57,1.85189700127
58,1.82439303398
59,1.81100893021
60,1.83057808876
61,1.42853188515
62,1.3449549675
63,1.34173297882
64,1.41304516792
65,1.45332813263
66,1.46184396744
67,1.45126080513
68,1.46362805367
69,1.52189278603
70,1.54849505424
71,1.48473405838
72,1.36065292358
73,1.33466887474
74,1.3787560463
76,1.28909111023
75,1.40441322327
77,1.30360889435
78,1.42890310287
79,1.4550011158
80,1.41509890556
81,1.44970011711
82,1.42474102974
83,1.4158539772
85,1.43362903595
84,1.59555792809
86,1.52273511887
87,1.50291609764
88,1.4110250473
89,1.46544694901
90,1.43188691139
91,1.37121796608
92,1.42988181114
93,1.46312999725
94,1.40369701385
96,1.34064102173
95,1.45218086243
97,1.48658680916
98,1.48929309845
99,1.44611883163
100,1.44405794144
101,1.50560307503
102,1.50454592705
103,1.45289182663
104,1.49743914604
105,1.49824619293
106,1.50661182404
107,1.46733808517
108,1.52259397507
109,1.46334218979
110,1.47571706772
111,1.36195206642
112,1.44630813599
113,1.43747901917
114,1.37825703621
116,1.38742494583
115,1.5278429985
117,1.49517607689
118,1.51998114586
119,1.68138003349
120,1.76819205284
121,1.69063901901
122,1.67873001099
123,1.68279695511
124,1.58610391617
125,1.54421401024
126,1.71416807175
127,1.63434195518
128,1.54706692696
129,1.42018389702
130,1.44992518425
131,1.38527393341
133,1.20369291306
132,1.5047750473
134,1.42178893089
135,1.42107319832
136,1.2913248539
137,1.47438883781
138,1.43860006332
139,1.44586706161
140,1.36327815056
141,1.50489902496
142,1.46311593056
143,1.36307001114
144,1.45584797859
145,1.47651004791
146,1.43486094475
147,1.30526304245
148,1.34465694427
149,1.35543394089
150,1.3655359745
151,1.3703391552
152,1.37527394295
153,1.3788459301
154,1.30553817749
155,1.41156101227
156,1.40804886818
157,1.50479507446
158,1.42607402802
159,1.48684096336
160,1.40786194801
162,1.19226002693
161,1.43341803551
163,1.35359096527
164,1.29925584793
166,1.22874093056
165,1.53890800476
168,1.29448914528
167,1.60449290276
169,1.41698598862
170,1.41413402557
171,1.4509999752
172,1.45092487335
173,1.4105451107
174,1.44773817062
175,1.49042606354
176,1.40460991859
177,1.49313402176
178,1.3113348484
179,1.36552810669
180,1.38337111473
181,1.36483597755
182,1.32965898514
183,1.32427310944
184,1.31332707405
185,1.27633881569
186,1.34536314011
187,1.28868794441
188,1.44732308388
190,1.33045315742
189,1.53722786903
191,1.83757209778
192,1.82706618309
193,1.97728681564
194,1.91863512993
195,1.80671191216
196,1.79758787155
197,1.97934412956
198,1.87278008461
199,2.02609014511
200,1.96243882179
202,1.42934417725
201,1.66946697235
203,1.39565992355
204,1.459400177
205,1.45845198631
206,1.57028698921
207,1.38667416573
208,1.40419197083
209,1.37855291367
210,1.3961558342
211,1.37830400467
212,1.44057297707
213,1.54257106781
214,1.57539701462
215,1.52342104912
216,1.45348095894
217,1.55558896065
218,1.56042194366
219,1.49664187431
220,1.47471213341
221,1.60021185875
222,1.48453807831
223,1.46216797829
224,1.45713400841
225,1.51079297066
226,1.35475492477
227,1.37802100182
228,1.30547380447
229,1.35586595535
230,1.46439790726
231,1.52161002159
232,1.50619912148
233,1.47199583054
234,1.45527696609
235,1.46715521812
236,1.45496702194
237,1.49643421173
238,1.55540180206
239,1.52773714066
240,1.58658099174
241,1.42783904076
242,1.43698310852
243,1.38342618942
244,1.38607692719
245,1.45025205612
246,1.46230506897
247,1.44592189789
248,1.60162591934
249,1.54159092903
250,1.49430298805
251,1.54506611824
252,1.53280687332
254,1.39743208885
253,1.6479549408
255,1.41909813881
256,1.51938486099
257,1.88614797592
258,1.72565507889
259,1.71893310547
260,1.6578681469
262,1.58099794388
261,1.75893092155
263,1.73602318764
264,1.74948382378
265,1.84266090393
266,1.89252090454
267,1.48860096931
268,1.44672322273
269,1.41031289101
270,1.52967309952
271,1.54676103592
272,1.54323506355
273,1.57363796234
274,1.95561599731
275,1.80033898354
276,1.68743920326
277,1.5742430687
278,1.68688392639
279,1.69610691071
280,1.65433692932
281,1.6818459034
282,1.68308901787
283,1.65562105179
284,1.34706497192
285,1.36342716217
286,1.37018299103
287,1.30939006805
288,1.30453801155
289,1.37701892853
290,1.32162499428
291,1.4772131443
292,1.42944598198
293,1.3996078968
294,1.41218614578
295,1.39663600922
296,1.43011403084
297,1.44122219086
298,1.43722891808
299,1.43299913406
300,1.40380096436
301,1.32011198997
302,1.3884499073
303,1.41753101349
305,1.35759115219
304,1.57211494446
306,1.41810297966
307,1.40558505058
308,1.49684095383
309,1.42991399765
310,1.37107610703
311,1.46332907677
312,1.5202229023
313,1.50798487663
314,1.54566311836
315,1.47847890854
316,1.461769104
317,1.5357029438
318,1.46198296547
319,1.45984005928
320,1.45002388954
321,1.44693684578
322,1.38023495674
323,1.39984512329
324,1.43844294548
325,1.42961287498
326,1.4592218399
327,1.45812702179
328,1.3881649971
329,1.47149085999
330,1.47992706299
331,1.43314123154
332,1.52052998543
333,1.49355697632
334,1.42059588432
335,1.48774313927
336,1.53812503815
337,1.48102402687
338,1.55463886261
339,1.46558094025
340,1.52875494957
341,1.44328284264
343,1.35035777092
342,1.47920799255
344,1.38849878311
345,1.29456686974
346,1.3551671505
347,1.33895301819
348,1.17602396011
349,1.24542498589
351,1.26155304909
350,1.50168299675
352,1.40401601791
353,1.48064994812
354,1.36246705055
355,1.37493181229
356,1.31989121437
357,1.36635899544
358,1.38832712173
359,1.37157988548
360,1.22137212753
361,1.54731488228
362,1.52962803841
363,1.46765899658
365,1.51132917404
364,1.645154953
366,1.49695301056
367,1.50537705421
368,1.5079100132
369,1.57015991211
370,1.49099898338
371,1.28698992729
372,1.30356907845
373,1.29598617554
374,1.32022285461
376,1.26833581924
375,1.37077689171
377,1.31956195831
378,1.32428407669
379,1.33370184898
380,1.3248269558
381,1.32129096985
382,1.32154202461
383,1.3495759964
384,1.29436016083
385,1.38164305687
386,1.40300583839
387,1.39644408226
388,1.41418981552
390,1.33773183823
389,1.52214288712
391,1.4095659256
392,1.4036359787
393,1.38362193108
394,1.28002595901
395,1.31176996231
396,1.30567097664
397,1.32056689262
398,1.30141496658
399,1.90593314171
400,1.83864116669
401,1.88388395309
402,1.73959708214
403,1.81101608276
404,1.82775592804
405,1.83947300911
406,1.83861398697
408,1.68251800537
407,1.9644818306
409,1.29556584358
410,1.31621694565
411,1.38724184036
412,1.32815217972
413,1.30292797089
414,1.30702805519
415,1.23800086975
416,1.31043601036
417,1.33019208908
418,1.31290388107
419,1.30510997772
420,1.327023983
422,1.30474996567
421,1.43871593475
423,1.3045270443
424,1.3714389801
425,1.42041802406
426,1.35068893433
427,1.34560108185
428,1.27913403511
429,1.27792620659
430,1.31445908546
431,1.21951699257
433,1.30357408524
432,1.42040681839
434,1.30519199371
435,1.26291799545
436,1.26847505569
437,1.46760606766
438,1.408878088
439,1.49683213234
440,1.55596709251
441,1.43130397797
443,1.26815581322
442,1.40268206596
444,1.3602449894
445,1.33697509766
446,1.31983304024
447,1.17116594315
448,1.30743122101
449,1.27147889137
450,1.28664708138
451,1.34485602379
452,1.30330300331
453,1.28551292419
454,1.2576611042
455,1.33196902275
456,1.35511994362
457,1.29140806198
458,1.40126395226
459,1.20996212959
460,1.46976995468
461,1.4237818718
462,1.43215513229
463,1.44445109367
464,1.47665190697
465,1.33259701729
466,1.37289214134
467,1.37333798409
468,1.3485929966
469,1.45540690422
470,1.09055805206
471,1.0589530468
472,1.08274888992
473,1.07681703568
474,1.06257987022
475,1.0753800869
476,1.06343388557
477,1.35403394699
478,1.4161670208
479,1.38600182533
480,1.48209190369
481,1.56690692902
482,1.53464794159
483,1.5335149765
484,1.52407312393
485,1.57545900345
486,1.60715889931
487,1.38861894608
488,1.36959195137
489,1.41693997383
490,1.3847079277
491,1.32663321495
492,1.56689596176
493,1.59179210663
494,1.56385421753
495,1.59246301651
496,1.58804607391
497,1.66637992859
498,1.63311696053
499,1.59777879715
500,1.5480389595
501,1.53766989708
502,1.29571318626
503,1.36571407318
504,1.36804389954
505,1.33719110489
506,1.28391098976
507,1.35503983498
508,1.32797288895
509,1.39050793648
510,1.3547680378
511,1.33246612549
512,1.32589697838
513,1.29060196877
514,1.32664585114
515,1.28178310394
516,1.25526690483
517,1.38682889938
518,1.46261501312
519,1.3258061409
520,1.3021478653
522,1.24558901787
521,1.35122299194
523,1.32618999481
524,1.29713892937
525,1.33471298218
526,1.40739393234
527,1.54827880859
528,1.73788094521
529,1.80528211594
530,1.82976102829
531,1.90857791901
532,2.09135198593
533,2.03818702698
534,2.03964591026
535,2.00477099419
536,1.95121693611
537,1.91821599007
538,1.98344802856
539,1.92631101608
540,1.90702700615
541,1.84531784058
542,1.88726115227
543,1.91270399094
544,1.94507288933
545,1.98872709274
546,2.03365707397
547,2.04707098007
548,1.96727108955
550,1.99527001381
549,2.18347287178
551,2.1184220314
552,2.05477499962
553,2.03780198097
554,2.00821900368
555,2.02024507523
556,2.10389685631
557,1.86994695663
558,1.92015004158
559,2.0785908699
560,2.05318498611
561,2.16640901566
562,2.0706050396
563,2.04274988174
564,2.07163405418
565,2.19172787666
566,2.07133102417
567,1.94243311882
568,1.92979192734
569,2.02109599113
570,2.00382900238
571,2.00426411629
572,1.98776888847
573,2.00885009766
574,2.0283780098
575,2.00831604004
576,2.15387606621
577,2.14852285385
578,2.21226000786
579,1.97019195557
580,2.17936897278
581,2.12893986702
582,2.10117793083
583,2.10313916206
584,2.08816695213
585,1.9339799881
586,2.01295280457
587,1.9721801281
588,1.97178816795
589,1.97622704506
590,2.21849107742
591,2.46368408203
