iteration,spent_time
2,0.24777007103
4,0.464323043823
10,0.450780153275
1,0.563580036163
6,0.863965988159
8,0.865972995758
7,0.868051052094
3,1.02748990059
5,1.12460398674
11,1.2041349411
9,1.44390797615
12,1.08177614212
14,1.21391510963
13,1.31380701065
17,0.99592089653
16,1.0860080719
15,1.32458996773
19,1.2550740242
18,1.35732698441
22,0.836188793182
21,1.02261185646
20,1.12192487717
23,0.992682933807
24,1.08464503288
25,0.994652032852
26,0.999406099319
27,0.851003885269
29,0.756278991699
28,0.854565858841
31,0.980121850967
30,1.15128993988
32,0.967647075653
33,0.898488998413
35,1.07426214218
34,1.07593679428
36,1.17797994614
38,1.08772611618
37,1.18944096565
39,1.19380903244
40,1.08413290977
41,1.003647089
42,1.08216094971
43,1.16866087914
45,0.899789094925
48,0.788470029831
44,1.18434381485
46,1.08074712753
47,1.08100891113
51,0.769140958786
50,0.959356069565
52,0.875273942947
49,1.16292691231
54,0.855403900146
55,0.876891136169
53,1.06541490555
57,1.00197482109
56,1.09724998474
58,0.994238138199
61,0.906909227371
59,1.09978580475
62,0.987102031708
60,1.08691501617
63,1.10240602493
65,1.04571700096
64,1.14584183693
66,0.827367067337
67,0.916665792465
68,1.02175092697
70,1.02907705307
69,1.03171396255
71,1.12004089355
72,1.11790299416
74,0.858238935471
73,1.11039614677
76,0.958045005798
75,1.0599758625
77,1.06606984138
79,0.984069824219
80,0.987909793854
78,1.19341897964
81,1.00614309311
83,1.00955295563
82,1.11512494087
84,0.989318132401
85,1.09350395203
87,0.991482019424
86,1.09003686905
89,0.970242023468
88,1.07011890411
90,1.06850004196
91,0.984351158142
92,0.979171991348
93,1.0739300251
94,0.997109889984
95,0.983933925629
97,0.886356830597
96,1.10575008392
98,0.998063087463
99,0.904774188995
101,0.907781839371
100,1.01319694519
102,1.00665807724
103,0.912227869034
104,1.00800395012
106,1.02819800377
105,1.02851390839
107,0.906347990036
109,0.913698911667
111,1.02086997032
108,1.22919797897
110,1.13613796234
114,0.936568021774
112,1.03931689262
113,1.26323103905
115,1.04756689072
116,1.04895401001
117,1.17037606239
118,1.06303977966
120,0.841852903366
119,0.991052865982
121,1.08552789688
123,1.08069205284
122,1.08370995522
125,0.976861000061
124,1.06594610214
126,1.17159080505
128,1.03639698029
127,1.13305592537
129,1.13665986061
130,1.18948221207
131,1.1861410141
132,1.08752393723
133,1.17287015915
134,1.16129994392
135,1.16001486778
136,1.19952607155
138,1.10741901398
137,1.20541596413
140,1.03961896896
142,0.935054063797
139,1.34555101395
141,1.05339097977
143,1.05937695503
